#sample	Num_CNVs	Num_Auto_Del	Num_Auto_Dup	Num_ChrX_Del	Num_ChrX_Dup	Len_CNVs	Len_Auto_Del	Len_Auto_Dup	Len_ChrX_Del	Len_ChrX_Dup	Chrm_aberration
CORSE_g_Plate_No__16_GenomeWideSNP_6_E09_46398	3	1	2	0	0	3053379	13115	3040264	0	0	
GW6_091710W_SS300_156379	4	2	2	0	0	668500	217264	451236	0	0	
GHEES_p_Dublin_SCZ_Grp3_AffyP16_GenomeWideSNP_6_A11_163216	3	2	1	0	0	162221	144966	17255	0	0	
a520532_00_782256_072009_4059636_74203	1	1	0	0	0	10163	10163	0	0	0	
a520532_00_782256_072009_4059636_74201	4	3	1	0	0	483790	308358	175432	0	0	
a520532_00_782256_072009_4059636_74200	5	4	1	0	0	116361	100597	15764	0	0	
a520532_00_782256_072009_4059636_74207	7	3	3	0	1	438191	188513	139392	0	110286	
a520532_00_782256_072009_4059636_74206	3	2	1	0	0	175948	60094	115854	0	0	
a520532_00_782256_072009_4059636_74204	5	2	3	0	0	133670	61432	72238	0	0	
ea07057_0354_08h_genomewidesnp_6_u111	4	2	2	0	0	134775	91933	42842	0	0	
a520532_00_782256_072009_4059636_74208	7	2	5	0	0	402812	47917	354895	0	0	
GAMPS_p_SwedSCZ_Batch1_Affy_14_GenomeWideSNP_6_D02_361500	4	3	1	0	0	338241	319630	18611	0	0	
NG_23809_REBEL_g_Plate_8_aff_GenomeWideSNP_6_B09_86020	1	0	1	0	0	15004	0	15004	0	0	
OBOLS_p_Sweden_Affy_Wave4_P30_GenomeWideSNP_6_G06_521714	5	3	2	0	0	122738	77709	45029	0	0	
DUDES_p_Sweden_Affy_Wave4_P18_GenomeWideSNP_6_B10_515334	5	2	3	0	0	190546	89618	100928	0	0	
a520532_00_794452_012010_4067650_70949	2	2	0	0	0	93291	93291	0	0	0	
NG_60800_PLAIN_g_Plate_23_GenomeWideSNP_6_C04_80724	6	2	2	0	2	250812	83241	72223	0	95348	
PARGE_g_Plate_29_GenomeWideSNP_6_D08_63824	6	3	3	0	0	571637	85779	485858	0	0	
INGLE_25347_INGLE_g_Plate_No__27_GenomeWideSNP_6_A07_50798	4	2	2	0	0	154260	94151	60109	0	0	
CLAVE_g_Plate_16_GenomeWideSNP_6_B11_59506	10	6	3	0	1	504004	288817	193039	0	22148	
NG_64185_SPOIL_g_Plate_16_GenomeWideSNP_6_C10_81012	3	0	3	0	0	121679	0	121679	0	0	
a520532_00_784737_033110_4069993_73044	8	5	3	0	0	880031	366081	513950	0	0	
ARDEB_p_Sweden_Affy_Wave4_P8_GenomeWideSNP_6_F01_513090	7	5	0	1	1	729399	633968	0	82294	13137	
a520532_00_794573_012010_4067262_07992	45	4	39	0	2	1361186	293145	1000671	0	67370	
VULGO_g_Plate_No__22_GenomeWideSNP_6_H04_47476	4	2	2	0	0	294438	176717	117721	0	0	
a520532_00_794573_012010_4067262_07990	2	0	1	0	1	122240	0	27127	0	95113	
OBOLS_p_Sweden_Affy_Wave4_P30_GenomeWideSNP_6_F06_521668	2	1	0	1	0	291459	261598	0	29861	0	
K5620_GENOMEWIDESNP_6	6	3	3	0	0	894818	650498	244320	0	0	
MUDDY_p_SwedSCZ_Batch1_Affy_3_GenomeWideSNP_6_F08_354648	2	2	0	0	0	63497	63497	0	0	0	
19192_WROTE_g_Plate_No__36_GenomeWideSNP_6_D12_53214	3	3	0	0	0	211693	211693	0	0	0	
1517BPR0583_20100921_GWS6	1	0	1	0	0	16641	0	16641	0	0	
a520532_00_798521_043010_4071875_99437	2	2	0	0	0	110764	110764	0	0	0	
DROVE_g_Plate_18_GenomeWideSNP_6_F10_59984	1	1	0	0	0	19243	19243	0	0	0	
a520532_00_798521_043010_4071875_99435	1	1	0	0	0	37104	37104	0	0	0	
RAVIN_p_Grp4_Redos_1_GenomeWideSNP_6_D11_196190	1	0	1	0	0	20576	0	20576	0	0	
DHOTI_p_Cardiff_Grp4_Affy_P9_GenomeWideSNP_6_A02_185414	3	1	2	0	0	203554	132968	70586	0	0	
DISCO_p_Sweden_Affy_Wave4_P31_GenomeWideSNP_6_F09_521916	2	1	0	0	1	105891	77335	0	0	28556	
a520532_00_791263_072009_4059642_99012	4	1	3	0	0	76294	21108	55186	0	0	
a520532_00_791263_072009_4059642_99010	3	1	2	0	0	93818	18810	75008	0	0	
IDOLS_g_Plate_19_GenomeWideSNP_6_C03_60474	8	6	2	0	0	575501	80825	494676	0	0	
FURLS_g_Plate_21_GenomeWideSNP_6_G06_60384	6	3	2	0	1	161297	71264	67884	0	22149	
WARKS_p_Sweden_Affy_Wave4_P10_GenomeWideSNP_6_F10_513628	2	1	1	0	0	459715	421129	38586	0	0	
AEDES_p_Sweden_Affy_Wave4_P21_GenomeWideSNP_6_A08_519358	5	1	4	0	0	725398	17196	708202	0	0	
k5141	12	9	3	0	0	1028731	493347	535384	0	0	
CECAL_p_Sweden_Affy_Wave4_P14_GenomeWideSNP_6_E05_514706	3	3	0	0	0	125274	125274	0	0	0	
MINCE_p_SwedSCZ_Batch1_Affy_15_GenomeWideSNP_6_A10_361828	2	1	1	0	0	48005	22901	25104	0	0	
WARKS_p_Sweden_Affy_Wave4_P10_GenomeWideSNP_6_C05_513446	3	3	0	0	0	154362	154362	0	0	0	
GAZAR_p_Sweden_Affy_Wave4_P6_GenomeWideSNP_6_D02_512794	2	2	0	0	0	158664	158664	0	0	0	
a520532_00_778335_022010_4067651_79890	7	2	5	0	0	1006227	39018	967209	0	0	
a520532_00_793528_012010_4067262_98994	2	1	1	0	0	209233	176882	32351	0	0	
a520532_00_793528_012010_4067262_98997	8	3	5	0	0	239577	98317	141260	0	0	
MAXES_g_Plate_No__12_GenomeWideSNP_6_A12_49126	7	1	6	0	0	143184	10348	132836	0	0	
AHEAD_p_Cardiff_Grp4_Affy_P13_GenomeWideSNP_6_G07_170894	4	1	3	0	0	169340	12085	157255	0	0	
DROOP_g_Plate_27_GenomeWideSNP_6_E07_63382	6	3	3	0	0	323948	97929	226019	0	0	
NG_11796_HIRES_g_Plate_30_GenomeWideSNP_6_F11_93470	6	4	2	0	0	855598	507597	348001	0	0	
NG_91006_ROBOT_g_Plate_33_GenomeWideSNP_6_C06_94156	7	2	4	0	1	859859	720607	116623	0	22629	
INGLE_60055_INGLE_g_Plate_No__27_GenomeWideSNP_6_B01_50704	1	0	1	0	0	18382	0	18382	0	0	
GUANS_p_ED_Grp3_SCZ_Affy_P8_GenomeWideSNP_6_H12_161086	4	2	2	0	0	551177	54225	496952	0	0	
a520532_00_794835_012010_4067642_22745	6	2	4	0	0	496860	90736	406124	0	0	
a520532_00_791275_072009_4059642_99362	5	2	2	0	1	589107	97998	47218	0	443891	
a520532_00_791275_072009_4059642_99367	5	2	3	0	0	510404	44965	465439	0	0	
NG_99521_PINON_g_Plate_32_plus_redos_GenomeWideSNP_6_F10_94044	5	0	4	0	1	821483	0	385777	0	435706	
DEALS_p_SwedSCZ_Batch1_Affy_5_GenomeWideSNP_6_C10_354196	5	2	3	0	0	214871	76926	137945	0	0	
NG_77814_QUIET_g_Plate_17_aff_GenomeWideSNP_6_F01_84340	3	2	1	0	0	622999	60118	562881	0	0	
a520532_00_647665_112008_4036358_57344	4	1	2	0	1	412098	61200	322534	0	28364	
10C_E09_BPDConsortium_092608	4	1	3	0	0	679600	59782	619818	0	0	
a520532_00_781273_072009_4059635_68281	2	0	2	0	0	342397	0	342397	0	0	
a520532_00_781273_072009_4059635_68280	4	3	1	0	0	623409	99137	524272	0	0	
RAJAH_p_SwedSCZ_Batch1_Affy_11_GenomeWideSNP_6_H10_362380	4	0	3	0	1	246179	0	226933	0	19246	
1517BPR1242_20101208_GWS6	12	8	3	1	0	897788	730075	83386	84327	0	
a520532_00_788648_072009_4057889_59696	3	2	1	0	0	101537	74669	26868	0	0	
a520532_00_788648_072009_4057889_59693	5	2	3	0	0	1681130	41939	1639191	0	0	
11467_STAYS_g_Plate_No__1_GenomeWideSNP_6_E12_54382	2	1	1	0	0	71319	24506	46813	0	0	
st3117_GenomeWideSNP_6_4feb2011	7	2	4	0	1	1217840	73357	774620	0	369863	
FIRES_g_Plate_14_GenomeWideSNP_6_H02_57166	8	5	1	1	1	660758	496461	47465	10779	106053	
NG_64668_SPOIL_g_Plate_16_GenomeWideSNP_6_H06_80958	2	2	0	0	0	39026	39026	0	0	0	
COMPO_p_Cardiff_Trios_AffyP5_GenomeWideSNP_6_B05_501346	5	3	2	0	0	76124	49778	26346	0	0	
NG_81232_SPOIL_g_Plate_16_GenomeWideSNP_6_B12_81042	2	2	0	0	0	37533	37533	0	0	0	
a520532_00_782632_033110_4069994_81739	8	4	3	0	1	252188	175890	37236	0	39062	
79805_TOWNY_g_Plate_No__21_GenomeWideSNP_6_B09_47736	4	3	1	0	0	208462	196369	12093	0	0	
FLIPS_g_Plate_No__10_GenomeWideSNP_6_D12_48556	4	2	2	0	0	163773	88689	75084	0	0	
FREES_p_Sweden_Affy_Wave4_P3_GenomeWideSNP_6_E01_510188	26	26	0	0	0	931233	931233	0	0	0	
45562_HOSTA_g_Plate_No__41_GenomeWideSNP_6_D08_62784	8	6	2	0	0	293547	211311	82236	0	0	
a520532_00_797522_043010_4071878_40410	6	3	3	0	0	378184	274216	103968	0	0	
a520532_00_794649_012010_4067648_51691	2	1	1	0	0	80733	19294	61439	0	0	
MUDDY_p_SwedSCZ_Batch1_Affy_3_GenomeWideSNP_6_A04_354520	5	3	2	0	0	747741	242591	505150	0	0	
ERRED_g_Plate_7_GenomeWideSNP_6_F12_57126	5	3	1	1	0	103175	57399	24254	21522	0	
COSET_p_SwedSCZ_Batch1_Affy_7_GenomeWideSNP_6_A06_354908	3	2	1	0	0	111518	66424	45094	0	0	
SANER_g_Plate_25_GenomeWideSNP_6_H10_61338	5	2	2	0	1	630041	87807	520086	0	22148	
a520532_00_794376_012010_4067650_69064	5	3	2	0	0	779385	220581	558804	0	0	
GLUGS_p_ED_Grp3_SCZ_Affy_P4_GenomeWideSNP_6_A01_160704	3	1	2	0	0	89818	10490	79328	0	0	
YINCE_p_Cardiff_Trios_AffyP2_GenomeWideSNP_6_E10_500642	3	0	3	0	0	389261	0	389261	0	0	
NG_76887_BLEBS_g_Plate_12_aff_GenomeWideSNP_6_C01_81828	5	2	2	1	0	896151	633502	89058	173591	0	
1517BPR0663_20100921_GWS6	4	2	1	0	1	188738	77674	40336	0	70728	
DROPS_p_Sweden_Affy_Wave4_P13_GenomeWideSNP_6_F06_514580	9	0	4	0	5	1142715	0	936993	0	205722	
12549_INERT_g_Plate_No__29_GenomeWideSNP_6_B07_50608	5	1	4	0	0	593591	426121	167470	0	0	
GUANS_p_ED_Grp3_SCZ_Affy_P8_GenomeWideSNP_6_F01_160906	5	3	2	0	0	124960	69221	55739	0	0	
NG_44183_SPOIL_g_Plate_16_GenomeWideSNP_6_C07_80964	5	2	2	1	0	9409814	9362416	31336	16062	0	
a520532_00_798631_033110_4070010_00670	5	2	3	0	0	154352	48904	105448	0	0	
rh5026_GenomeWideSNP_6	3	1	2	0	0	113700	43449	70251	0	0	
FERES_p_Cardiff_Trios_AffyP15_GenomeWideSNP_6_D03_506128	2	1	0	1	0	98801	29177	0	69624	0	
NAVAL_p_SwedSCZ_Batch1_Affy_6_GenomeWideSNP_6_B06_355508	4	1	2	1	0	149989	59767	77383	12839	0	
INGLE_g_Plate_No__27_GenomeWideSNP_6_G03_50746	7	4	3	0	0	998802	303012	695790	0	0	
a520532_00_793344_012010_4067647_47246	5	1	3	0	1	727433	26384	137151	0	563898	
ROILY_g_Plate_12_GenomeWideSNP_6_E06_57992	8	5	3	0	0	226872	100317	126555	0	0	
MOTET_g_GejKel_redo_plate1_GenomeWideSNP_6_G10_65638	2	2	0	0	0	38328	38328	0	0	0	
VAGUS_g_Plate_24_GenomeWideSNP_6_G05_61496	4	2	1	0	1	182202	124679	35375	0	22148	
GUANS_p_ED_Grp3_SCZ_Affy_P8_GenomeWideSNP_6_H06_160990	4	1	3	0	0	393368	30755	362613	0	0	
DUNKS_p_Sweden_Affy_Wave4_P1_GenomeWideSNP_6_E07_509790	3	2	0	1	0	105725	78552	0	27173	0	
NG_18062_ROBOT_g_Plate_33_GenomeWideSNP_6_A06_94108	4	4	0	0	0	64151	64151	0	0	0	
GAMPS_p_SwedSCZ_Batch1_Affy_14_GenomeWideSNP_6_C10_361492	3	0	3	0	0	277755	0	277755	0	0	
STAYS_g_Plate_No__1_GenomeWideSNP_6_C04_54250	4	2	2	0	0	451400	41647	409753	0	0	
INNED_g_Plate_No__6_GenomeWideSNP_6_A04_52120	1	1	0	0	0	500211	500211	0	0	0	
MOTHY_p_Dublin_SCZ_Grp3_AffyP5_GenomeWideSNP_6_E11_164960	3	1	2	0	0	738350	20647	717703	0	0	
NG_32421_GRIFT_g_Plate_28_aff_GenomeWideSNP_6_H04_86528	5	3	1	1	0	240778	104425	84500	51853	0	
a520532_00_793334_012010_4067647_46396	4	1	2	1	0	115046	26506	72044	16496	0	
SOAPY_p_ED_Grp3_SCZ_Affy_P3_GenomeWideSNP_6_E07_161576	18	4	14	0	0	1145507	156924	988583	0	0	
a520532_00_797976_033110_4070009_59887	2	2	0	0	0	89240	89240	0	0	0	
LIANE_p_Cardiff_Grp4_Affy_P6_GenomeWideSNP_6_F09_170262	3	2	1	0	0	138595	125791	12804	0	0	
MOTHY_p_Dublin_SCZ_Grp3_AffyP5_GenomeWideSNP_6_E05_164864	3	2	1	0	0	239145	190345	48800	0	0	
LYSIS_p_Sweden_Affy_Wave4_P28_GenomeWideSNP_6_G10_521198	6	2	4	0	0	479626	73562	406064	0	0	
VAGUS_g_Plate_24_GenomeWideSNP_6_G01_61488	9	3	5	0	1	597647	38311	537188	0	22148	
23645_BIDES_g_Plate_No__32_GenomeWideSNP_6_H07_51990	2	0	0	0	2	798200	0	0	0	798200	
NG_85949_FOGEY_g_Plate_13_GenomeWideSNP_6_G02_81276	3	1	2	0	0	301147	39185	261962	0	0	
MAYOR_p_Dublin_SCZ_Grp3_AffyP9_GenomeWideSNP_6_C10_184514	4	2	1	1	0	123188	33918	75746	13524	0	
a520532_00_793254_122009_4067260_72797	1	1	0	0	0	10331	10331	0	0	0	
a520532_00_782654_033110_4069995_83640	4	3	1	0	0	329266	239402	89864	0	0	
MUDRA_p_Cardiff_Grp4_Affy_P2_GenomeWideSNP_6_C08_168256	8	5	1	0	2	157769931	97052	1925405	0	155747474	X*0.998
a520532_00_788713_072009_4059639_83178	5	1	4	0	0	538205	23869	514336	0	0	
a520532_00_788713_072009_4059639_83179	3	2	1	0	0	109277	97903	11374	0	0	
a520532_00_788713_072009_4059639_83176	6	2	3	1	0	425409	88115	307490	29804	0	
NG_19554_ABUTS_g_Plate_18_aff_GenomeWideSNP_6_C09_82734	2	0	2	0	0	73690	0	73690	0	0	
a520532_00_788713_072009_4059639_83174	2	2	0	0	0	63975	63975	0	0	0	
a520532_00_788713_072009_4059639_83175	4	2	2	0	0	330451	177453	152998	0	0	
a520532_00_788713_072009_4059639_83172	6	1	5	0	0	1077901	398219	679682	0	0	
a520532_00_788713_072009_4059639_83173	8	2	5	1	0	421848	103030	300513	18305	0	
a520532_00_788713_072009_4059639_83170	4	1	3	0	0	190590	14304	176286	0	0	
a520532_00_788713_072009_4059639_83171	5	1	4	0	0	234646	27681	206965	0	0	
15C_H05_BPDConsortium_100808	6	1	4	1	0	832856	360814	438021	34021	0	
281	3	2	1	0	0	101812	23452	78360	0	0	
FRAGS_p_Sweden_Affy_Wave4_P19_GenomeWideSNP_6_C03_519202	7	4	3	0	0	616817	337677	279140	0	0	
283	3	0	3	0	0	131175	0	131175	0	0	
THANE_p_Sweden_Affy_Wave4_P32_GenomeWideSNP_6_C01_522012	3	0	3	0	0	74354	0	74354	0	0	
IMAGE_g_Plate_No__11_GenomeWideSNP_6_C10_48714	2	1	1	0	0	1658709	35975	1622734	0	0	
287	3	2	1	0	0	96966	43805	53161	0	0	
a520532_00_781239_072009_4059635_67954	3	1	2	0	0	90109	16678	73431	0	0	
RIGOR_p_ED_Grp3_SCZ_Affy_P2_GenomeWideSNP_6_C01_161092	3	1	2	0	0	153161	11207	141954	0	0	
GAMPS_p_SwedSCZ_Batch1_Affy_14_GenomeWideSNP_6_G10_361588	3	2	1	0	0	200807	50124	150683	0	0	
INNED_g_Plate_No__6_GenomeWideSNP_6_G09_52212	2	1	0	0	1	125297	15480	0	0	109817	
a520532_00_791443_092009_4061268_13620	3	2	1	0	0	123018	111936	11082	0	0	
a520532_00_791443_092009_4061268_13621	1	0	0	0	1	16290	0	0	0	16290	
a520532_00_791443_092009_4061268_13626	7	5	2	0	0	168172	133374	34798	0	0	
CORSE_g_Plate_No__16_GenomeWideSNP_6_D04_46316	2	1	1	0	0	191964	122290	69674	0	0	
a520532_00_793557_012010_4067262_01150	2	0	1	0	1	86377	0	15673	0	70704	
a520532_00_794343_022010_4067651_77157	1	0	1	0	0	91585	0	91585	0	0	
INGLE_88582_INGLE_g_Plate_No__27_GenomeWideSNP_6_C08_50818	6	3	3	0	0	298371	168429	129942	0	0	
VULGO_g_Plate_No__22_GenomeWideSNP_6_H10_47572	4	2	2	0	0	543593	94375	449218	0	0	
CLICK_g_Plate_20_GenomeWideSNP_6_F12_59796	14	9	5	0	0	1675042	1057263	617779	0	0	
a520532_00_794267_012010_4067650_73247	7	1	6	0	0	741192	24449	716743	0	0	
COVEN_p_Sweden_Affy_Wave4_P24_GenomeWideSNP_6_F03_520536	2	1	1	0	0	31136	20512	10624	0	0	
NG_44388_GULFY_g_Gejman_Redo_1_GenomeWideSNP_6_A09_91404	2	1	1	0	0	47331	17413	29918	0	0	
a520532_00_782238_072009_4059636_71659	1	0	1	0	0	12453	0	12453	0	0	
KRAAL_g_Plate_No__14_GenomeWideSNP_6_B10_48904	2	1	1	0	0	45379	19973	25406	0	0	
NG_17349_KHANS_g_Plate_22_aff_GenomeWideSNP_6_B09_84076	3	3	0	0	0	86100	86100	0	0	0	
CREEK_p_Sweden_Affy_Wave4_P27_GenomeWideSNP_6_E11_521118	2	2	0	0	0	35450	35450	0	0	0	
MOTET_85050_MOTET_g_GejKel_redo_plate1_GenomeWideSNP_6_G10_65638	2	2	0	0	0	38328	38328	0	0	0	
a520532_00_793338_012010_4067647_47624	2	1	1	0	0	43390	16640	26750	0	0	
10C_D12_BPDConsortium_092608	4	3	1	0	0	690210	53838	636372	0	0	
EA08025_0649_02F_GenomeWideSNP_6_SU8021	3	1	1	1	0	59399	11732	17731	29936	0	
CLICK_g_Plate_20_GenomeWideSNP_6_E06_59760	7	5	2	0	0	179978	142914	37064	0	0	
METHS_p_Dublin_SCZ_Grp3_AffyP10_GenomeWideSNP_6_F04_163690	7	4	3	0	0	392136	252255	139881	0	0	
NG_19139_JENNY_g_Plate_15_aff_GenomeWideSNP_6_E04_81496	3	1	1	0	1	78424	24500	34887	0	19037	
FIRES_g_Plate_14_GenomeWideSNP_6_C04_57188	12	4	5	1	2	377995	44700	194311	10779	128205	
GUANS_p_ED_Grp3_SCZ_Affy_P8_GenomeWideSNP_6_C10_161044	5	2	3	0	0	1132667	60647	1072020	0	0	
JAPAN_p_ED_Grp3_SCZ_Affy_P1_GenomeWideSNP_6_F07_150492	1	1	0	0	0	11118	11118	0	0	0	
9C_C08_BPDConsortium_091108	7	4	2	1	0	333714	122554	38386	172774	0	
PERDU_g_Plate_No__30_GenomeWideSNP_6_F01_51096	9	5	4	0	0	603801	214723	389078	0	0	
U043_1_GenomeWideSNP_6	5	2	3	0	0	135556	66172	69384	0	0	
NG_84174_DOGMA_g_PLATE_1_GenomeWideSNP_6_E09_80616	5	3	1	0	1	333084	259972	37723	0	35389	
1517BPR0172_20100913_GWS6	3	2	1	0	0	891667	48604	843063	0	0	
LIANE_p_Cardiff_Grp4_Affy_P6_GenomeWideSNP_6_G02_170152	9	5	3	0	1	1404640	343826	908338	0	152476	
OVERS_p_Dublin_SCZ_Grp3_AffyP2_GenomeWideSNP_6_B10_162390	4	3	1	0	0	133702	100094	33608	0	0	
WEAVE_g_Plate_8_GenomeWideSNP_6_G05_58364	5	3	1	1	0	431515	319538	95817	16160	0	
SALSA_p_SwedSCZ_Batch1_Affy_9_GenomeWideSNP_6_A05_355674	9	2	5	1	1	744292	48914	639613	20029	35736	
NEUME_p_Sweden_Affy_Wave4_P17_GenomeWideSNP_6_C02_515272	3	1	2	0	0	64041	13255	50786	0	0	
COCOS_g_Plate_23_GenomeWideSNP_6_E03_60868	2	1	0	1	0	133811	10120	0	123691	0	
20C_E04_BPDConsortium_111008	2	1	1	0	0	412626	18136	394490	0	0	
a520532_00_774978_072009_4057963_33034	7	4	3	0	0	391582	251938	139644	0	0	
a520532_00_784819_033110_4069993_73651	6	4	2	0	0	225376	184710	40666	0	0	
PODGY_p_Sweden_Affy_Wave4_P5_GenomeWideSNP_6_D02_512676	5	4	1	0	0	117619	105714	11905	0	0	
1517BPR0801_20100922_GWS6	6	4	1	1	0	662106	316030	53115	292961	0	
GHEES_p_Dublin_SCZ_Grp3_AffyP16_GenomeWideSNP_6_H11_163230	2	1	1	0	0	75126	41600	33526	0	0	
20111212_23_GenomeWideSNP_6	2	0	2	0	0	1612422	0	1612422	0	0	
TWAES_g_Plate_No__8_GenomeWideSNP_6_D08_62198	6	5	1	0	0	482873	459286	23587	0	0	
COVEN_p_Sweden_Affy_Wave4_P24_GenomeWideSNP_6_C07_520460	10	3	5	1	1	702219	215143	273434	112118	101524	
NAVAL_p_SwedSCZ_Batch1_Affy_6_GenomeWideSNP_6_B04_355504	2	0	1	1	0	157141	0	123388	33753	0	
013_1	3	2	1	0	0	62123	48265	13858	0	0	
CODER_p_Cardiff_Trios_AffyP12_GenomeWideSNP_6_B01_505478	8	4	4	0	0	1459811	176403	1283408	0	0	
NG_10533_COLIC_g_Plate_19_aff_GenomeWideSNP_6_F10_83332	5	4	1	0	0	193312	134444	58868	0	0	
NG_99209_QUIET_g_Plate_17_aff_GenomeWideSNP_6_D02_84352	5	3	1	0	1	781409	550697	137925	0	92787	
24806_LOINS_g_Plate_No__35_GenomeWideSNP_6_B10_52794	5	3	2	0	0	465276	421537	43739	0	0	
1517BPR0350_20100920_GWS6	4	1	1	1	1	296130	60858	118440	10779	106053	
MASSE_p_Sweden_Affy_Wave4_P34_GenomeWideSNP_6_G03_522376	1	0	1	0	0	38854	0	38854	0	0	
WEIRS_p_Cardiff_Grp4_Affy_P4_GenomeWideSNP_6_H08_170634	3	2	1	0	0	77269	33809	43460	0	0	
ELUDE_g_Plate_15_GenomeWideSNP_6_A01_60038	12	10	2	0	0	293886	251009	42877	0	0	
1517BPR0296_20100920_GWS6	2	0	2	0	0	276362	0	276362	0	0	
BOOTH_p_Sweden_Affy_Wave4_P16_GenomeWideSNP_6_C04_515194	3	1	2	0	0	432388	14346	418042	0	0	
1185	2	0	2	0	0	98782	0	98782	0	0	
1182	8	2	4	1	1	4263221	25963	3797437	12038	427783	
ea07057_0354_08d_genomewidesnp_6_u136	2	1	1	0	0	26101	14838	11263	0	0	
1180	2	1	1	0	0	257100	161386	95714	0	0	
FIBRE_p_Cardiff_Grp4_Affy_P1_GenomeWideSNP_6_C07_168048	2	0	2	0	0	89922	0	89922	0	0	
OVERS_p_Dublin_SCZ_Grp3_AffyP2_GenomeWideSNP_6_B06_162326	2	0	2	0	0	166245	0	166245	0	0	
PANSY_p_Dublin_SCZ_Grp3_AffyP12_GenomeWideSNP_6_H07_163934	2	1	0	0	1	456643	28860	0	0	427783	
34873_CRAVE_g_Plate_No__25_GenomeWideSNP_6_B10_50272	2	1	1	0	0	223947	87338	136609	0	0	
11C_F12_BPDConsortium_110508	5	1	3	0	1	501083	22941	389198	0	88944	
AEDES_p_Sweden_Affy_Wave4_P21_GenomeWideSNP_6_B07_519488	3	0	3	0	0	194362	0	194362	0	0	
1517BPR0662_20100921_GWS6	8	4	2	2	0	286312	108620	145437	32255	0	
GLUGS_p_ED_Grp3_SCZ_Affy_P4_GenomeWideSNP_6_F10_160858	1	0	1	0	0	82360	0	82360	0	0	
a520532_00_798549_043010_4071875_03252	6	1	5	0	0	169664	14468	155196	0	0	
3C_B06_BPDConsortium_092408	2	1	1	0	0	56552	31778	24774	0	0	
a520532_00_786208_072009_4057963_31308	4	3	1	0	0	183601	166002	17599	0	0	
GAZAR_p_Sweden_Affy_Wave4_P6_GenomeWideSNP_6_E05_512840	5	4	1	0	0	138873	113672	25201	0	0	
014_1	7	3	2	1	1	703706	201700	40632	14063	447311	
ROILY_g_Plate_12_GenomeWideSNP_6_D05_57974	6	3	3	0	0	136699	45972	90727	0	0	
4C_A03_BPDConsortium_091008	4	2	1	1	0	100325	53317	10654	36354	0	
HOLDS_p_Dublin_SCZ_Grp3_AffyP7_GenomeWideSNP_6_A12_164776	2	1	1	0	0	125076	26148	98928	0	0	
MBIRA_g_Plate_No__23_GenomeWideSNP_6_A02_50910	5	2	3	0	0	185203	121706	63497	0	0	
SOAPY_p_ED_Grp3_SCZ_Affy_P3_GenomeWideSNP_6_E10_161624	8	6	2	0	0	626075	463269	162806	0	0	
1517BPR1039_20100915_GWS6	2	1	1	0	0	77390	18914	58476	0	0	
AVERS_g_Plate_6_GenomeWideSNP_6_H05_56288	14	12	0	2	0	430950	398607	0	32343	0	
VAGUS_g_Plate_24_GenomeWideSNP_6_E01_61440	7	3	2	1	1	285160	45703	67576	10779	161102	
TAXED_p_Sweden_Affy_Wave4_P2_GenomeWideSNP_6_C03_510096	5	2	3	0	0	362483	54434	308049	0	0	
21C_E06_BPDConsortium_112008	3	1	1	1	0	135467	20158	24555	90754	0	
a520532_00_795026_012010_4067641_21130	2	1	1	0	0	94414	66355	28059	0	0	
a520532_00_795026_012010_4067641_21137	1	0	1	0	0	12174	0	12174	0	0	
a520532_00_799839_053110_4071892_76810	10	9	0	1	0	451110	434443	0	16667	0	
FRAGS_p_Sweden_Affy_Wave4_P19_GenomeWideSNP_6_C01_519062	1	1	0	0	0	23901	23901	0	0	0	
BLOOD_g_Plate_No__28_GenomeWideSNP_6_E02_49958	4	1	3	0	0	649666	10707	638959	0	0	
NAVAL_p_SwedSCZ_Batch1_Affy_6_GenomeWideSNP_6_H07_355654	3	1	2	0	0	121190	17656	103534	0	0	
DUDES_p_Sweden_Affy_Wave4_P18_GenomeWideSNP_6_A06_515506	5	0	4	1	0	196219	0	177590	18629	0	
OVERS_p_Dublin_SCZ_Grp3_AffyP2_GenomeWideSNP_6_C05_162312	3	2	1	0	0	136769	51320	85449	0	0	
DRESS_p_Cardiff_Grp4_Affy_P5_GenomeWideSNP_6_D06_170018	5	4	1	0	0	285044	263886	21158	0	0	
341	2	0	2	0	0	104877	0	104877	0	0	
DEALS_p_SwedSCZ_Batch1_Affy_5_GenomeWideSNP_6_H03_354302	6	2	4	0	0	207928	46426	161502	0	0	
APACE_p_Cardiff_Grp4_Affy_P11_GenomeWideSNP_6_G01_170990	2	1	1	0	0	78443	27412	51031	0	0	
LUSTY_g_Plate_9_GenomeWideSNP_6_G04_70772	5	2	1	2	0	120752	25163	64887	30702	0	
SHREW_p_Dublin_SCZ_Grp3_AffyP8_GenomeWideSNP_6_A07_165272	3	0	3	0	0	228553	0	228553	0	0	
LIANE_p_Cardiff_Grp4_Affy_P6_GenomeWideSNP_6_F03_170166	6	2	3	1	0	917675	89513	722829	105333	0	
NEUME_p_Sweden_Affy_Wave4_P17_GenomeWideSNP_6_E04_515286	2	0	1	1	0	74124	0	18786	55338	0	
ARDOR_g_Plate_No__31_GenomeWideSNP_6_D01_51694	2	2	0	0	0	58579	58579	0	0	0	
CRAVE_g_Plate_No__25_GenomeWideSNP_6_E06_50214	2	2	0	0	0	56893	56893	0	0	0	
